raw_alias,normalized_alias,entity_level,target_display_name,canonical_identity,alias_kind,weight,search_only,conflict_flag,resolution_action,verification_status,notes
Norea附近炳发,norea附近炳发,PROJECT,炳发 Euro Ville,project:the-star-platinum-euro-ville,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
Norea附近炳发,norea附近炳发,PROJECT,炳发 Rosato,project:the-star-platinum-rosato,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
Norea附近炳发,norea附近炳发,PROJECT,炳发 Roseville,project:the-star-platinum-roseville,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
Olympia,olympia,PROJECT,奥林匹亚城,project:olympia-city,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Olympia City,olympiacity,PROJECT,奥林匹亚城,project:olympia-city,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
ONE 70,one70,PROJECT,ONE 70（金边首座）,project:one-70,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
One Park,onepark,PROJECT,金边壹号 ONE PARK,project:one-park,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
One Park Residence,oneparkresidence,PROJECT,金边壹号 ONE PARK,project:one-park,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Orkide,orkide,FAMILY / MARKET_GEO,Orkide / 奥凯德,family:orkide,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,2004路优先The Royal/The Grand但仍需项目词；品牌词不得单独定项目。
Orkide 2004,orkide2004,PROJECT,奥凯德 The Royal（别墅社区）,project:orkide-the-royal,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Orkide Botanic City,orkidebotaniccity,PROJECT,奥凯德 Botanic City,project:orkide-botanic-city,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide Grand,orkidegrand,PROJECT,奥凯德 The Grand,project:orkide-the-grand,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Orkide Pochentong,orkidepochentong,PROJECT,奥凯德 Pochentong,project:orkide-pochentong,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide The Botanic City,orkidethebotaniccity,PROJECT,奥凯德 Botanic City,project:orkide-botanic-city,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide The Grand,orkidethegrand,PROJECT,奥凯德 The Grand,project:orkide-the-grand,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide The Pochentong,orkidethepochentong,PROJECT,奥凯德 Pochentong,project:orkide-pochentong,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide The Royal,orkidetheroyal,PROJECT,奥凯德 The Royal（别墅社区）,project:orkide-the-royal,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide The Royal Condominium,orkidetheroyalcondominium,PROJECT,奥凯德皇家公寓,project:new:orkide-the-royal-condominium,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,V3仅有Orkide The Royal别墅社区，本轮确认The Royal Condominium为独立真实公寓项目，必须拆开。
Orkide The Royal 别墅社区,orkidetheroyal别墅社区,PROJECT,奥凯德 The Royal（别墅社区）,project:orkide-the-royal,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Orkide Villa,orkidevilla,FAMILY / MARKET_GEO,Orkide / 奥凯德,family:orkide,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,2004路优先The Royal/The Grand但仍需项目词；品牌词不得单独定项目。
Oxley Worldbridge,oxleyworldbridge,FAMILY / MARKET_GEO,Oxley Worldbridge,family:oxley-worldbridge,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,Bridge/Peak/Palms分别解析，不共享canonical GEO。
Palm Creek,palmcreek,PROJECT,Chankiri Palm Creek（棕榈溪）,project:chankiri-palm-creek,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,PARTIAL,
Parc 21,parc21,PROJECT,柏盛21（Parc 21）,project:parc-21,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Park Land 50M,parkland50m,PROJECT,集茂50米,project:chip-mong-park-land-50m,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Park Land 598,parkland598,PROJECT,集茂598,project:chip-mong-park-land-598,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Park Land 6A,parkland6a,PROJECT,集茂6A,project:chip-mong-park-land-6a,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Park Land Sen Sok,parklandsensok,PROJECT,集茂森速,project:chip-mong-park-land-sen-sok,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Park Land TK,parklandtk,PROJECT,集茂TK,project:chip-mong-park-land-tk,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Park Land TK Condo,parklandtkcondo,PROJECT,集茂TK公寓,project:chip-mong-park-land-tk-condo,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
PARTIAL,partial,PROJECT,Piphup Thmey 森速社区,project:piphup-thmey-sen-sok,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,PARTIAL,
Peak,peak,PROJECT,香格里拉公寓 The Peak,project:the-peak,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Peak Residences,peakresidences,PROJECT,香格里拉公寓 The Peak,project:the-peak,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Peng Huoth,penghuoth,FAMILY / MARKET_GEO,炳发,family:peng-huoth,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,先按道路/地标缩小family，再解析具体项目；开发商名“炳发”不得直接当PROJECT。
Phnom Penh Galaxy Garden,phnompenhgalaxygarden,PROJECT,金边星河花园,project:xinghe-garden,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Picasso,picasso,PROJECT,毕加索城市花园,project:picasso-city-garden,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Picasso City Garden,picassocitygarden,PROJECT,毕加索城市花园,project:picasso-city-garden,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Picasso Sky Gemme,picassoskygemme,PROJECT,Picasso Sky Gemme（中文俗称待核）,project:new:picasso-sky-gemme,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,与Picasso City Garden为两个不同项目；旧表“毕加索天空之石/天空宝石”需避免硬译。
Piphup Thmey,piphupthmey,FAMILY / MARKET_GEO,Piphup Thmey,family:piphup-thmey,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,按Sen Sok/Chamkar Dong/NR4等位置证据解析；裸品牌不定项目。
Piphup Thmey 4号路社区,piphupthmey4号路社区,PROJECT,Piphup Thmey 4号路社区,project:piphup-thmey-nr4,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,NEEDS_VERIFICATION,
Piphup Thmey Chamkar Dong,piphupthmeychamkardong,PROJECT,Piphup Thmey Chamkar Dong,project:piphup-thmey-chamkar-dong,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Piphup Thmey NR4,piphupthmeynr4,PROJECT,Piphup Thmey 4号路社区,project:piphup-thmey-nr4,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,NEEDS_VERIFICATION,
Piphup Thmey Sen Sok,piphupthmeysensok,PROJECT,Piphup Thmey 森速社区,project:piphup-thmey-sen-sok,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,PARTIAL,
Prince,prince,FAMILY / MARKET_GEO,太子,family:prince,AMBIGUOUS_FAMILY,20,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,裸太子只到family；需幸福/国际/寰宇/中央/现代等项目词。
Prince Central Plaza,princecentralplaza,PROJECT,太子中央广场,project:prince-central-plaza,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Prince Happiness Plaza,princehappinessplaza,PROJECT,太子幸福广场,project:the-pinnacle,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Prince International Plaza,princeinternationalplaza,PROJECT,太子国际广场,project:prince-international-plaza,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Prince Modern Plaza,princemodernplaza,PROJECT,太子现代广场,project:prince-modern-plaza,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Prince One Tropica,princeonetropica,PROJECT,Prince One Tropica（中文俗称待核）,project:new:prince-one-tropica,NEW_PARTIAL_ALIAS,70,True,False,DIRECT_RESOLVE,PARTIAL,真实项目已确认；未找到足够稳定的华人中文俗称，因此中文名不硬翻。
Prince Universe,princeuniverse,PROJECT,太子寰宇中心,project:prince-universe,EXACT_PROJECT_NAME,100,False,False,SEARCH_ONLY_LEGACY,VERIFIED,canonical英文修正为Prince Huan Yu Center。
R&F City,r&fcity,PROJECT,富力城,project:rf-city,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
R and F,randf,PROJECT,富力城,project:rf-city,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
RF City,rfcity,PROJECT,富力城,project:rf-city,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Rose Garden,rosegarden,PROJECT,玫瑰滨江园,project:rose-garden,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Rose Garden Condo,rosegardencondo,PROJECT,玫瑰滨江园,project:rose-garden,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Rose Garden Condominium,rosegardencondominium,PROJECT,玫瑰滨江园,project:rose-garden,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Royal One,royalone,FAMILY / MARKET_GEO,皇家一号,family:royal-one,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,裸Royal One默认只指Royal One候选；TK token是TK Royal One必要强证据。
SKYTREE,skytree,PROJECT,天空树,project:skytree,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Sky Villa,skyvilla,PROJECT,Sky Villa（天空别墅）,project:sky-villa,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
The Bridge,thebridge,PROJECT,桥牌公寓（世桥）,project:the-bridge,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Elysee,theelysee,PROJECT,爱丽舍宫,project:new:the-elysee,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,OCIC官方确认钻石岛大型法式商业/商住项目。
The Elysée,theelysée,PROJECT,爱丽舍宫,project:new:the-elysee,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,OCIC官方确认钻石岛大型法式商业/商住项目。
The Gateway,thegateway,PROJECT,The Gateway,project:the-gateway,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
The Mesa?,themesa?,PROJECT,金汇 MESONG,project:mesong,STRONG_PROJECT_ALIAS,95,True,True,DEPRECATE_PROJECT_ALIAS,PARTIAL,The Mesa? 为不确定旧alias，禁止自动匹配。
The Palms,thepalms,PROJECT,The Palms（棕榈社区）,project:the-palms,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Palms 棕榈社区,thepalms棕榈社区,PROJECT,The Palms（棕榈社区）,project:the-palms,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Peak,thepeak,PROJECT,香格里拉公寓 The Peak,project:the-peak,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Peak 香格里拉,thepeak香格里拉,PROJECT,香格里拉公寓 The Peak,project:the-peak,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Pinnacle,thepinnacle,PROJECT,太子幸福广场,project:the-pinnacle,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
The Pinnacle Residence,thepinnacleresidence,PROJECT,太子幸福广场,project:the-pinnacle,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Diamond,thestardiamond,PROJECT,炳发钻石城,project:the-star-diamond,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Diamond II,thestardiamondii,PROJECT,炳发 The Star Diamond II,project:the-star-diamond-ii,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Emerald II,thestaremeraldii,PROJECT,炳发翡翠 II,project:the-star-emerald-ii,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Eternal,thestareternal,PROJECT,炳发 The Star Eternal,project:the-star-eternal,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Jumeirah,thestarjumeirah,PROJECT,炳发朱美拉,project:the-star-jumeirah,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Light,thestarlight,PROJECT,炳发 The Star Light,project:the-star-light,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Mera Garden,thestarmeragarden,PROJECT,炳发美拉花园,project:the-star-mera-garden,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Munirah,thestarmunirah,PROJECT,炳发 The Star Munirah,project:the-star-munirah,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Natural,thestarnatural,PROJECT,炳发 The Star Natural,project:the-star-natural,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum,thestarplatinum,PROJECT,炳发 The Star Platinum,project:the-star-platinum,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Athina,thestarplatinumathina,PROJECT,炳发 Athina,project:the-star-platinum-athina,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Capital One,thestarplatinumcapitalone,PROJECT,炳发 Capital One,project:the-star-platinum-capital-one,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Eco Delta,thestarplatinumecodelta,PROJECT,炳发 Eco Delta,project:the-star-platinum-eco-delta,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Eco Melody,thestarplatinumecomelody,PROJECT,炳发 Eco Melody,project:the-star-platinum-eco-melody,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Eco Romance,thestarplatinumecoromance,PROJECT,炳发 Eco Romance,project:the-star-platinum-eco-romance,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Eco Sunrise,thestarplatinumecosunrise,PROJECT,炳发 Eco Sunrise,project:the-star-platinum-eco-sunrise,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Eco Varanda,thestarplatinumecovaranda,PROJECT,炳发 Eco Varanda,project:the-star-platinum-eco-varanda,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Euro Ville,thestarplatinumeuroville,PROJECT,炳发 Euro Ville,project:the-star-platinum-euro-ville,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Herminus,thestarplatinumherminus,PROJECT,炳发 Herminus,project:the-star-platinum-herminus,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Mastery,thestarplatinummastery,PROJECT,炳发 Mastery,project:the-star-platinum-mastery,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Mercurean I,thestarplatinummercureani,PROJECT,炳发 Mercurean I,project:the-star-platinum-mercurean-i,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Mercurean II,thestarplatinummercureanii,PROJECT,炳发 Mercurean II,project:the-star-platinum-mercurean-ii,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Paradigm,thestarplatinumparadigm,PROJECT,炳发 Paradigm,project:the-star-platinum-paradigm,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Polaris I,thestarplatinumpolarisi,PROJECT,炳发 Polaris I,project:the-star-platinum-polaris-i,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Polaris II,thestarplatinumpolarisii,PROJECT,炳发 Polaris II,project:the-star-platinum-polaris-ii,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Rosato,thestarplatinumrosato,PROJECT,炳发 Rosato,project:the-star-platinum-rosato,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Platinum Roseville,thestarplatinumroseville,PROJECT,炳发 Roseville,project:the-star-platinum-roseville,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Polaris 23 Condominium,thestarpolaris23condominium,PROJECT,炳发 Polaris 23 公寓,project:the-star-polaris-23-condominium,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Premier,thestarpremier,PROJECT,炳发 The Star Premier,project:the-star-premier,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The Star Quateria,thestarquateria,PROJECT,炳发 The Star Quateria,project:the-star-quateria,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
The View,theview,PROJECT,The View,project:the-view,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
The View Serviced Residence,theviewservicedresidence,PROJECT,The View,project:the-view,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,PARTIAL,
Time Square,timesquare,FAMILY / MARKET_GEO,时代广场,family:time-square,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,必须有数字/道路/BKK/TK等证据才能解析具体期数。
Time Square 1,timesquare1,PROJECT,时代广场1,project:times-square-1,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 11,timesquare11,PROJECT,时代广场11（Time Castle）,project:times-square-11,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 2,timesquare2,PROJECT,时代广场2,project:times-square-2,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 3,timesquare3,PROJECT,时代广场3,project:times-square-3,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 302,timesquare302,PROJECT,时代广场6（Time Square 302）,project:new:times-square-6,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,V3缺失；官方明确 Time Square 6 = Time Square 302。
Time Square 5,timesquare5,PROJECT,时代广场5（Time Square 306）,project:times-square-5,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 6,timesquare6,PROJECT,时代广场6（Time Square 302）,project:new:times-square-6,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,V3缺失；官方明确 Time Square 6 = Time Square 302。
Time Square 7,timesquare7,PROJECT,时代广场7,project:times-square-7,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 8,timesquare8,PROJECT,时代广场8,project:times-square-8,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Time Square 9,timesquare9,PROJECT,时代广场9期,project:times-square-9,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Times Square 1,timessquare1,PROJECT,时代广场1,project:times-square-1,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
TK,tk,PROJECT,TK Royal One,project:tk-royal-one,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
TK Chip Mong,tkchipmong,PROJECT,集茂TK,project:chip-mong-park-land-tk,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,PARTIAL,
TK Condo,tkcondo,PROJECT,集茂TK公寓,project:chip-mong-park-land-tk-condo,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
TK Royal One,tkroyalone,PROJECT,TK Royal One,project:tk-royal-one,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
TK皇家一号,tk皇家一号,PROJECT,TK Royal One,project:tk-royal-one,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
TS6,ts6,PROJECT,时代广场6（Time Square 302）,project:new:times-square-6,NEW_VERIFIED_ALIAS,95,False,False,DIRECT_RESOLVE,VERIFIED,V3缺失；官方明确 Time Square 6 = Time Square 302。
Urban Village,urbanvillage,FAMILY / MARKET_GEO,首都·国金,family:urban-village,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,裸Urban Village/首都国金只到family；需一期/二期或明确位置证据。
Urban Village 1,urbanvillage1,PROJECT,首都·国金一期,project:urban-village-1,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Urban Village 2,urbanvillage2,PROJECT,首都·国金二期,project:urban-village-2,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Urban Village Phase 1,urbanvillagephase1,PROJECT,首都·国金一期,project:urban-village-1,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Urban Village Phase 2,urbanvillagephase2,PROJECT,首都·国金二期,project:urban-village-2,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
UV1,uv1,PROJECT,首都·国金一期,project:urban-village-1,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
UV2,uv2,PROJECT,首都·国金二期,project:urban-village-2,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Veng Sreng炳发,vengsreng炳发,PROJECT,炳发 Veng Sreng,project:peng-huoth-veng-sreng,FAMILY_GEO,70,True,False,DIRECT_RESOLVE,VERIFIED,
VERIFIED,verified,PROJECT,The Palms（棕榈社区）,project:the-palms,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,VERIFIED,
Vila Town,vilatown,PROJECT,Vila Town,project:vila-town,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,NEEDS_VERIFICATION,
Vue Aston,vueaston,PROJECT,滨江雅诗顿,project:vue-aston,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Wealth Mansion,wealthmansion,PROJECT,威尔斯公馆,project:wealth-mansion,EXACT_PROJECT_NAME,100,False,False,DIRECT_RESOLVE,VERIFIED,
Wells Mansion?,wellsmansion?,PROJECT,威尔斯公馆,project:wealth-mansion,EXACT_PROJECT_NAME,100,False,True,REDIRECT_NEEDS_VERIFICATION,VERIFIED,旧Wells Mansion记录并入Wealth Mansion冲突候选；不得创建独立项目。
Worldbridge,worldbridge,FAMILY / MARKET_GEO,Oxley Worldbridge,family:oxley-worldbridge,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,Bridge/Peak/Palms分别解析，不共享canonical GEO。
ពិភពថ្មី,ពិភពថ្មី,FAMILY / MARKET_GEO,Piphup Thmey,family:piphup-thmey,FAMILY_GEO,70,True,False,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,按Sen Sok/Chamkar Dong/NR4等位置证据解析；裸品牌不定项目。
一公园,一公园,PROJECT,金边壹号 ONE PARK,project:one-park,STRONG_PROJECT_ALIAS,95,True,False,DIRECT_RESOLVE,PARTIAL,
一号路The Palms,一号路thepalms,PROJECT,The Palms（棕榈社区）,project:the-palms,PROJECT_ROAD,90,True,False,DIRECT_RESOLVE,VERIFIED,
一号路炳发,一号路炳发,FAMILY / MARKET_GEO,炳发,family:peng-huoth,FAMILY_GEO,70,True,True,RESOLVE_WITH_PROJECT_OR_GEO_CONTEXT,VERIFIED,先按道路/地标缩小family，再解析具体项目；开发商名“炳发”不得直接当PROJECT。
一号路炳发,一号路炳发,PROJECT,炳发 The Star Platinum,project:the-star-platinum,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Athina,project:the-star-platinum-athina,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Capital One,project:the-star-platinum-capital-one,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Eco Delta,project:the-star-platinum-eco-delta,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Eco Melody,project:the-star-platinum-eco-melody,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Eco Romance,project:the-star-platinum-eco-romance,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Eco Sunrise,project:the-star-platinum-eco-sunrise,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Eco Varanda,project:the-star-platinum-eco-varanda,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Euro Ville,project:the-star-platinum-euro-ville,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Herminus,project:the-star-platinum-herminus,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Mastery,project:the-star-platinum-mastery,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Mercurean I,project:the-star-platinum-mercurean-i,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Mercurean II,project:the-star-platinum-mercurean-ii,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
一号路炳发,一号路炳发,PROJECT,炳发 Paradigm,project:the-star-platinum-paradigm,FAMILY_GEO,70,True,True,CANDIDATE_ONLY,VERIFIED,
